time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,0313,0314,033d,0345,0348,0409,040a,altitude,latitude,longitude,satelites,bearing,angular_speed
2332,2024-09-23 12:00:50,2024-09-21 11:35:05,159,0,False,9.357,15.738,67,9.578,0.0,30,3,1040.25,10.3,14.0,6547.395,29.75,5919.828,0.33,,,,,,,,0,0.0,0.0,0,244.96,0.0002247210159580546
2832,2024-09-23 12:00:50,2024-09-21 11:35:05,159,0,False,9.214,17.89,52,8.643,0.0,30,3,1039.25,10.5,14.0,6547.395,34.875,6251.188,0.33,,,,,,,,0,0.0,0.0,0,244.96,0.0
3332,2024-09-23 12:00:50,2024-09-21 11:35:05,159,0,False,9.286,20.022,55,9.062,0.0,30,3,953.0,10.6,14.0,6547.395,40.562,6512.906,0.33,,,,,,,,0,0.0,0.0,0,244.96,0.0
3832,2024-09-23 12:00:50,2024-09-21 11:35:05,159,0,False,9.214,21.275,54,8.99,0.0,30,3,1006.75,10.8,14.0,6547.395,38.375,6921.922,0.33,,,,,,,,0,0.0,0.0,0,244.96,0.0
4334,2024-09-23 12:00:53,2024-09-21 11:35:07,159,0,False,9.286,22.795,55,8.984,0.0,30,3,992.5,11.0,14.0,6547.395,40.062,7426.625,0.33,,,,,,,,0,0.0,0.0,0,244.96,0.0
4834,2024-09-23 12:00:53,2024-09-21 11:35:07,159,0,False,9.286,24.28,55,9.062,0.0,30,3,999.75,11.1,14.0,6547.395,39.688,7686.188,0.33,,,,,,,,0,0.0,0.0,0,244.96,0.0
5334,2024-09-23 12:00:53,2024-09-21 11:35:07,159,0,False,9.286,25.617,54,9.123,0.0,30,3,1043.75,11.3,14.0,6547.395,37.062,8066.688,0.33,,,,,,,,0,0.0,0.0,0,244.96,0.0
5834,2024-09-23 12:00:53,2024-09-21 11:35:07,159,0,False,9.357,26.31,53,8.969,0.0,30,3,1053.0,11.5,14.0,6547.398,36.0,8410.672,0.33,,,,,,,,0,0.0,0.0,0,244.96,0.0
6334,2024-09-23 12:00:56,2024-09-21 11:35:09,159,0,False,9.357,27.757,52,8.594,0.0,30,2,1033.25,11.7,14.0,6547.398,25.375,8811.109,0.33,,,,,,,,0,0.0,0.0,0,244.96,0.0
6834,2024-09-23 12:00:56,2024-09-21 11:35:09,159,0,False,9.214,28.158,46,5.482,0.0,30,0,783.5,11.9,14.0,6547.398,8.0,9061.359,0.33,,,,,,,,0,0.0,0.0,0,244.96,0.0
