time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,0313,0314,033d,0345,0348,0409,040a,altitude,latitude,longitude,satelites,bearing,angular_speed
24836,2024-09-09 08:42:28,2024-09-09 08:09:34,106,83,False,7.429,36.27,74,3.496,0.0,32,0,244.5,10.5,13.0,6101.344,32.625,12928.906,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
25336,2024-09-09 08:42:28,2024-09-09 08:09:34,106,83,False,7.571,36.211,37,6.383,0.0,33,0,514.5,11.3,13.0,6101.344,17.062,13228.625,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
25836,2024-09-09 08:42:28,2024-09-09 08:09:34,106,83,False,8.214,36.433,70,10.254,0.0,31,0,386.0,10.1,13.0,6101.344,44.562,13338.625,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
26336,2024-09-09 08:42:29,2024-09-09 08:09:36,106,83,False,9.286,36.359,48,16.58,26.157,33,0,1045.5,9.9,13.0,6101.344,54.062,13778.812,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
26836,2024-09-09 08:42:29,2024-09-09 08:09:36,106,83,False,9.071,36.056,89,7.91,0.0,33,0,856.5,10.1,13.0,6101.344,62.875,14263.406,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
27336,2024-09-09 08:42:29,2024-09-09 08:09:36,106,83,False,9.143,35.549,61,5.867,0.0,33,0,1212.5,12.3,13.0,6101.344,17.688,14856.875,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
27836,2024-09-09 08:42:29,2024-09-09 08:09:36,106,83,False,9.286,35.562,34,6.383,0.0,33,0,891.0,12.4,13.0,6101.344,13.875,15005.219,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
30336,2024-09-09 08:42:31,2024-09-09 08:09:36,106,67,False,9.214,36.483,45,7.701,0.0,34,0,650.25,11.9,13.0,6101.344,33.688,15755.406,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
30836,2024-09-09 08:42:31,2024-09-09 08:09:36,106,67,False,9.143,36.247,43,6.682,0.0,34,0,909.0,12.6,13.0,6101.344,20.438,15959.453,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
31336,2024-09-09 08:42:31,2024-09-09 08:09:36,106,67,False,9.286,36.583,37,6.717,12.094,34,0,918.25,12.8,14.0,6101.344,18.125,16182.594,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
31836,2024-09-09 08:42:31,2024-09-09 08:09:36,106,67,False,9.071,36.376,43,9.57,24.704,31,0,627.5,12.1,14.0,6101.344,36.75,16374.672,0.0,,,,,,,,0,0.0,0.0,0,244.96,0.0
