time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,0313,0314,033d,0345,0348,0409,040a,altitude,latitude,longitude,satelites,bearing,angular_speed
5058854,2024-09-03 16:47:31,2024-09-03 15:57:23,69,100,False,6.929,61.049,101,7.201,0.0,83,0,159.75,12.0,13.0,5424.84,-28.625,3350522.75,0.0,,,,,,,,7,37.382618,49.612103,12,270.0,0.0
5059354,2024-09-03 16:47:31,2024-09-03 15:57:23,69,100,False,7.5,61.062,61,5.557,0.0,82,0,1434.25,12.6,13.0,5424.84,28.375,3350785.0,0.0,,,,,,,,7,37.382618,49.612103,12,270.0,0.0
5059854,2024-09-03 16:47:31,2024-09-03 15:57:23,69,100,False,8.571,61.073,31,3.402,0.0,83,0,1844.25,13.4,13.0,5424.84,3.0,3351162.75,0.0,,,,,,,,7,37.382618,49.612103,12,270.0,0.0
5060354,2024-09-03 15:57:28,2024-09-03 15:57:25,69,100,True,8.929,61.083,34,2.93,0.0,83,0,1471.25,13.7,13.0,5424.84,-0.688,3351446.0,0.0,,,,,,,,7,37.382622,49.612103,12,0.0,3.141592653589793
5060854,2024-09-03 15:57:28,2024-09-03 15:57:25,69,100,True,9.214,61.053,37,2.688,0.0,83,0,1172.75,13.7,13.0,5424.84,-1.438,3351597.75,0.0,,,,,,,,7,37.382622,49.612103,12,0.0,0.0
5061354,2024-09-03 15:57:28,2024-09-03 15:57:25,69,100,True,9.214,61.066,45,2.355,0.0,83,0,863.5,13.8,13.0,5424.84,5.812,3351787.0,0.0,,,,,,,,7,37.382622,49.612103,12,0.0,0.0
5061854,2024-09-03 15:57:28,2024-09-03 15:57:25,69,100,True,9.286,61.038,49,3.16,0.0,83,0,898.0,13.8,13.0,5424.84,4.5,3351997.75,0.0,,,,,,,,7,37.382622,49.612103,12,0.0,0.0
5062354,2024-09-03 15:57:31,2024-09-03 15:57:27,69,100,True,9.286,61.012,50,2.986,0.0,83,0,921.5,13.9,13.0,5424.84,-0.25,3352270.0,0.0,,,,,,,,7,37.382622,49.612103,12,0.0,0.0
5062854,2024-09-03 15:57:31,2024-09-03 15:57:27,69,100,True,9.357,61.029,48,3.068,0.0,83,0,940.25,13.9,13.0,5424.84,-1.938,3352463.25,0.0,,,,,,,,7,37.382622,49.612103,12,0.0,0.0
5063354,2024-09-03 15:57:31,2024-09-03 15:57:27,69,100,True,9.357,61.043,48,29.08,48.615,83,0,982.75,13.9,13.0,5424.84,64.5,3352690.5,0.0,,,,,,,,7,37.382622,49.612103,12,0.0,0.0
5063854,2024-09-03 15:57:31,2024-09-03 15:57:27,69,100,True,9.286,61.018,62,11.025,31.424,82,0,2388.25,13.9,13.0,5424.84,45.438,3353790.5,0.0,,,,,,,,7,37.382622,49.612103,12,0.0,0.0
5064354,2024-09-03 16:47:33,2024-09-03 15:57:29,69,100,False,9.357,59.19,53,9.668,13.431,83,0,2651.75,14.1,1.0,5424.84,22.188,3355014.25,0.0,,,,,,,,7,37.382618,49.612068,12,261.82,-3.427128519216066
5064854,2024-09-03 16:47:33,2024-09-03 15:57:29,69,100,False,9.357,57.114,40,4.211,8.34,83,5,1515.0,14.2,1.0,5424.84,19.0,3355319.0,0.0,,,,,,,,7,37.382618,49.612068,12,261.82,0.0
5065354,2024-09-03 16:47:33,2024-09-03 15:57:29,69,100,False,8.929,55.834,41,3.555,22.958,83,6,820.75,14.2,1.0,5424.844,23.125,3355493.25,0.0,,,,,,,,7,37.382618,49.612068,12,261.82,0.0
5065854,2024-09-03 16:47:33,2024-09-03 15:57:29,69,100,False,9.357,57.741,55,5.803,24.1,83,7,862.5,14.1,1.0,5424.844,44.812,3355722.75,0.0,,,,,,,,7,37.382618,49.612068,12,261.82,0.0
5066354,2024-09-03 15:57:34,2024-09-03 15:57:31,69,100,True,9.429,56.516,56,7.445,24.387,83,8,1223.5,14.1,1.0,5424.844,45.188,3356104.5,0.0,,,,,,,,7,37.382618,49.612011,12,270.0,0.2855358656262725
5066854,2024-09-03 15:57:34,2024-09-03 15:57:31,69,100,True,9.5,55.413,56,9.441,24.387,83,10,1364.25,14.2,1.0,5424.844,53.312,3356449.75,0.0,,,,,,,,7,37.382618,49.612011,12,270.0,0.0
5067354,2024-09-03 15:57:34,2024-09-03 15:57:31,69,100,True,9.5,53.441,57,9.695,24.387,83,12,1536.75,14.2,1.0,5424.848,52.75,3356915.25,0.0,,,,,,,,7,37.382618,49.612011,12,270.0,0.0
5067854,2024-09-03 15:57:34,2024-09-03 15:57:31,69,100,True,9.429,53.705,59,11.248,26.855,83,13,1750.25,14.2,1.0,5424.848,57.188,3357416.5,0.0,,,,,,,,7,37.382618,49.612011,12,270.0,0.0
5068354,2024-09-03 16:47:36,2024-09-03 15:57:33,69,100,False,9.5,51.746,62,12.902,27.283,82,16,2041.5,14.3,1.0,5424.852,60.625,3358119.0,0.0,,,,,,,,8,37.38261,49.611904,12,264.62,-0.1877974275145897
5068854,2024-09-03 16:47:36,2024-09-03 15:57:33,69,100,False,9.5,50.846,63,14.111,27.283,83,18,2307.75,14.3,1.0,5424.852,62.875,3358755.0,0.0,,,,,,,,8,37.38261,49.611904,12,264.62,0.0
5069354,2024-09-03 16:47:36,2024-09-03 15:57:33,69,100,False,9.429,50.036,50,6.328,0.0,83,20,2536.25,14.4,1.0,5424.855,7.562,3359596.25,0.0,,,,,,,,8,37.38261,49.611904,12,264.62,0.0
5069854,2024-09-03 16:47:36,2024-09-03 15:57:33,69,100,False,9.429,50.13,32,6.871,0.0,83,20,2437.75,14.4,1.0,5424.859,-3.5,3359915.25,0.0,,,,,,,,8,37.38261,49.611904,12,264.62,0.0
5070354,2024-09-03 15:57:38,2024-09-03 15:57:35,69,100,True,9.286,49.392,33,7.666,0.0,83,20,2141.5,14.4,1.0,5424.859,-5.312,3360231.75,0.0,,,,,,,,8,37.382614,49.611774,12,272.22,0.2652900463031389
5070854,2024-09-03 15:57:38,2024-09-03 15:57:35,69,100,True,9.429,49.825,39,10.143,40.921,83,20,1950.75,14.4,2.0,5424.863,21.688,3360519.25,0.0,,,,,,,,8,37.382614,49.611774,12,272.22,0.0
5071354,2024-09-03 15:57:38,2024-09-03 15:57:35,69,100,True,9.143,49.392,95,25.467,54.468,83,21,1572.75,14.4,2.0,5424.867,66.375,3361047.5,0.0,,,,,,,,8,37.382614,49.611774,12,272.22,0.0
5071854,2024-09-03 15:57:38,2024-09-03 15:57:35,69,100,True,9.214,48.413,109,38.021,61.026,83,22,1669.75,14.4,2.0,5424.871,75.875,3362171.0,0.0,,,,,,,,8,37.382614,49.611774,12,272.22,0.0
5072354,2024-09-03 16:47:39,2024-09-03 15:57:37,69,100,False,9.214,47.69,124,61.889,70.486,82,24,1806.75,12.8,2.0,5424.871,87.938,3363526.0,0.0,,,,,,,,8,37.382629,49.611614,12,276.73,0.1574286985298882
5072854,2024-09-03 16:47:39,2024-09-03 15:57:37,69,100,False,9.214,46.646,136,100.674,78.912,82,26,1927.0,11.6,2.0,5424.875,104.312,3365155.5,0.0,,,,,,,,8,37.382629,49.611614,12,276.73,0.0
5073354,2024-09-03 16:47:39,2024-09-03 15:57:37,69,100,False,9.214,46.57,155,99.914,66.409,82,29,2132.25,10.9,2.0,5424.879,129.188,3367510.0,0.0,,,,,,,,8,37.382629,49.611614,12,276.73,0.0
5073854,2024-09-03 16:47:39,2024-09-03 15:57:37,69,100,False,9.143,45.756,159,99.951,45.45,83,32,2361.5,10.9,2.0,5424.883,135.812,3370517.75,0.0,,,,,,,,8,37.382629,49.611614,12,276.73,0.0
5074354,2024-09-03 15:57:42,2024-09-03 15:57:39,69,100,True,9.214,44.592,160,44.094,34.708,83,36,2657.0,11.3,2.0,5424.887,135.875,3374378.0,0.0,,,,,,,,8,37.382652,49.611378,12,276.99,0.009075712110370197
5074854,2024-09-03 15:57:42,2024-09-03 15:57:39,69,100,True,9.214,43.701,109,19.463,34.079,82,39,2827.75,14.5,2.0,5424.895,92.0,3376764.75,0.0,,,,,,,,8,37.382652,49.611378,12,276.99,0.0
5075354,2024-09-03 15:57:42,2024-09-03 15:57:39,69,100,True,9.214,43.449,93,19.072,34.079,83,41,2980.5,14.5,2.0,5424.898,83.438,3377995.5,0.0,,,,,,,,8,37.382652,49.611378,12,276.99,0.0
5075854,2024-09-03 15:57:42,2024-09-03 15:57:39,69,100,True,9.214,43.379,43,7.137,0.0,82,43,2968.25,14.5,2.0,5424.906,-1.5,3379515.5,0.0,,,,,,,,8,37.382652,49.611378,12,276.99,0.0
5076354,2024-09-03 16:47:42,2024-09-03 15:57:41,69,100,False,9.214,44.178,37,8.068,0.0,82,42,2480.25,14.5,3.0,5424.91,-10.375,3379800.0,0.0,,,,,,,,8,37.38269,49.611118,12,280.42,0.1197295866868112
5076854,2024-09-03 16:47:42,2024-09-03 15:57:41,69,100,False,9.214,44.035,36,7.143,17.447,82,42,2153.75,14.5,3.0,5424.918,0.812,3380128.5,0.0,,,,,,,,8,37.38269,49.611118,12,280.42,0.0
5077354,2024-09-03 16:47:42,2024-09-03 15:57:41,69,100,False,9.286,45.984,50,12.117,42.575,82,42,1977.0,14.5,3.0,5424.922,40.062,3380463.5,0.0,,,,,,,,8,37.38269,49.611118,12,280.42,0.0
5077854,2024-09-03 16:47:42,2024-09-03 15:57:41,69,100,False,9.286,46.994,99,26.27,39.056,82,42,1963.25,14.5,3.0,5424.93,84.812,3381289.75,0.0,,,,,,,,8,37.38269,49.611118,12,280.42,0.0
5078354,2024-09-03 15:57:46,2024-09-03 15:57:43,69,100,True,9.214,46.294,96,12.953,10.88,83,43,2000.0,14.5,3.0,5424.934,60.188,3382659.75,0.0,,,,,,,,8,37.382725,49.610847,12,279.23,-0.04153883619746496
5078854,2024-09-03 15:57:46,2024-09-03 15:57:43,69,100,True,9.286,46.41,52,8.773,0.0,82,44,1981.0,14.5,3.0,5424.941,15.312,3383214.25,0.0,,,,,,,,8,37.382725,49.610847,12,279.23,0.0
5079354,2024-09-03 15:57:46,2024-09-03 15:57:43,69,100,True,9.214,46.671,41,7.316,0.0,82,44,1946.0,14.5,3.0,5424.945,-18.562,3383520.0,0.0,,,,,,,,8,37.382725,49.610847,12,279.23,0.0
5079854,2024-09-03 15:57:46,2024-09-03 15:57:43,69,100,True,9.286,48.357,39,7.227,0.0,82,43,1936.0,14.5,3.0,5424.953,-38.688,3383646.75,0.0,,,,,,,,8,37.382725,49.610847,12,279.23,0.0
5080354,2024-09-03 15:57:48,2024-09-03 15:57:45,69,100,True,9.286,49.129,39,7.021,0.0,82,42,1897.25,14.5,3.0,5424.957,-38.438,3383646.75,0.0,,,,,,,,8,37.382755,49.610596,12,278.55,-0.02373647782712312
5080854,2024-09-03 15:57:48,2024-09-03 15:57:45,69,100,True,9.357,49.589,39,6.709,0.0,82,41,1848.75,14.5,3.0,5424.965,-38.188,3383646.75,0.0,,,,,,,,8,37.382755,49.610596,12,278.55,0.0
5081354,2024-09-03 15:57:48,2024-09-03 15:57:45,69,100,True,9.357,50.002,39,6.709,0.0,82,40,1801.5,14.5,3.0,5424.969,-38.062,3383646.75,0.0,,,,,,,,8,37.382755,49.610596,12,278.55,0.0
5081854,2024-09-03 15:57:48,2024-09-03 15:57:45,69,100,True,9.286,50.845,39,6.691,0.0,82,39,1765.5,14.5,3.0,5424.977,-37.938,3383646.75,0.0,,,,,,,,8,37.382755,49.610596,12,278.55,0.0
5082354,2024-09-03 16:47:44,2024-09-03 15:57:47,69,100,False,9.357,51.368,38,6.348,0.0,82,38,1716.75,14.5,3.0,5424.98,-38.0,3383646.75,0.0,,,,,,,,8,37.382786,49.610374,12,279.97,0.04956735075663952
5082854,2024-09-03 16:47:44,2024-09-03 15:57:47,69,100,False,9.286,52.075,38,6.396,0.0,82,37,1670.0,14.5,3.0,5424.984,-37.812,3383646.75,0.0,,,,,,,,8,37.382786,49.610374,12,279.97,0.0
5083354,2024-09-03 16:47:44,2024-09-03 15:57:47,69,100,False,9.214,53.769,38,5.957,0.0,82,35,1551.5,12.2,3.0,5424.992,-28.75,3383646.75,0.0,,,,,,,,8,37.382786,49.610374,12,279.97,0.0
5083854,2024-09-03 16:47:44,2024-09-03 15:57:47,69,100,False,9.143,55.451,39,4.135,0.0,82,31,1248.75,12.2,3.0,5424.996,-12.75,3383767.0,0.0,,,,,,,,8,37.382786,49.610374,12,279.97,0.0
5084354,2024-09-03 15:57:52,2024-09-03 15:57:49,69,100,True,9.071,57.514,39,3.955,0.0,82,25,953.5,14.5,3.0,5425.0,-1.688,3384053.5,0.0,,,,,,,,8,37.382801,49.610222,12,277.08,-0.1008800307652738
5084854,2024-09-03 15:57:52,2024-09-03 15:57:49,69,100,True,9.214,59.566,44,3.898,0.0,82,22,884.5,14.5,3.0,5425.004,2.875,3384193.0,0.0,,,,,,,,8,37.382801,49.610222,12,277.08,0.0
5085354,2024-09-03 15:57:52,2024-09-03 15:57:49,69,100,True,9.286,59.963,45,3.744,0.0,82,19,904.5,14.5,3.0,5425.008,-1.375,3384387.5,0.0,,,,,,,,8,37.382801,49.610222,12,277.08,0.0
5085854,2024-09-03 15:57:52,2024-09-03 15:57:49,69,100,True,9.286,57.81,44,3.73,41.196,82,20,891.5,14.5,3.0,5425.008,2.438,3384566.5,0.0,,,,,,,,8,37.382801,49.610222,12,277.08,0.0
5086354,2024-09-03 16:47:46,2024-09-03 15:57:51,69,100,False,9.214,57.636,100,23.918,0.0,82,19,960.75,14.5,2.0,5425.012,53.625,3384868.25,0.0,,,,,,,,8,37.382812,49.6101,12,276.47,-0.02129301687432931
5086854,2024-09-03 16:47:46,2024-09-03 15:57:51,69,100,False,9.357,55.441,40,4.672,0.0,83,19,1527.75,14.5,2.0,5425.016,-10.562,3385366.5,0.0,,,,,,,,8,37.382812,49.6101,12,276.47,0.0
5087354,2024-09-03 16:47:46,2024-09-03 15:57:51,69,100,False,9.357,55.505,40,3.096,10.089,82,19,1016.75,14.5,3.0,5425.016,-4.0,3385509.25,0.0,,,,,,,,8,37.382812,49.6101,12,276.47,0.0
5087854,2024-09-03 16:47:46,2024-09-03 15:57:51,69,100,False,9.357,54.072,65,19.58,60.236,82,19,1412.75,14.5,2.0,5425.02,67.0,3385697.5,0.0,,,,,,,,8,37.382812,49.6101,12,276.47,0.0
5088354,2024-09-03 15:57:56,2024-09-03 15:57:53,69,100,True,9.286,52.391,111,37.318,66.58,82,21,1511.75,14.5,2.0,5425.023,72.562,3387120.25,0.0,,,,,,,,8,37.382828,49.609962,12,278.3,0.0638790506229919
5088854,2024-09-03 15:57:56,2024-09-03 15:57:53,69,100,True,9.286,50.053,118,52.281,74.811,83,22,1609.5,13.8,2.0,5425.023,80.625,3387948.5,0.0,,,,,,,,8,37.382828,49.609962,12,278.3,0.0
5089354,2024-09-03 15:57:56,2024-09-03 15:57:53,69,100,True,9.214,49.323,131,100.268,83.975,82,24,1740.0,12.1,2.0,5425.027,96.188,3389402.5,0.0,,,,,,,,8,37.382828,49.609962,12,278.3,0.0
5089854,2024-09-03 15:57:56,2024-09-03 15:57:53,69,100,True,9.286,47.135,145,100.006,73.871,82,27,1980.25,11.5,2.0,5425.031,117.188,3391364.75,0.0,,,,,,,,8,37.382828,49.609962,12,278.3,0.0
5090354,2024-09-03 15:57:59,2024-09-03 15:57:55,69,100,True,9.214,45.991,159,100.018,66.113,83,30,2193.75,11.0,2.0,5425.035,133.938,3394248.25,0.0,,,,,,,,8,37.382858,49.609756,12,280.39,0.0729547627333621
5090854,2024-09-03 15:57:59,2024-09-03 15:57:55,69,100,True,8.786,43.744,160,100.012,61.295,83,33,2421.0,10.9,2.0,5425.039,136.75,3396988.5,0.0,,,,,,,,8,37.382858,49.609756,12,280.39,0.0
5091354,2024-09-03 15:57:59,2024-09-03 15:57:55,69,100,True,8.786,43.017,163,100.072,55.429,83,37,2681.25,10.8,2.0,5425.043,142.938,3400381.25,0.0,,,,,,,,8,37.382858,49.609756,12,280.39,0.0
5091854,2024-09-03 15:57:59,2024-09-03 15:57:55,69,100,True,8.786,42.127,165,100.084,51.639,83,40,2956.0,10.8,2.0,5425.051,148.188,3404227.5,0.0,,,,,,,,8,37.382858,49.609756,12,280.39,0.0
5092354,2024-09-03 16:47:49,2024-09-03 15:57:57,69,100,False,8.786,41.601,167,100.072,51.602,83,45,3252.25,10.7,2.0,5425.055,155.375,3409044.5,0.0,,,,,,,,7,37.382889,49.609474,12,277.88,-0.08761552845011503
5092854,2024-09-03 16:47:49,2024-09-03 15:57:57,69,100,False,8.786,40.578,168,100.057,21.381,83,48,3514.75,10.3,2.0,5425.062,160.0,3413541.5,0.0,,,,,,,,7,37.382889,49.609474,12,277.88,0.0
5093354,2024-09-03 16:47:49,2024-09-03 15:57:57,69,100,False,8.857,40.363,45,7.158,0.0,83,50,2999.75,14.5,3.0,5425.066,-6.75,3416739.0,0.0,,,,,,,,7,37.382889,49.609474,12,277.88,0.0
5093854,2024-09-03 16:47:49,2024-09-03 15:57:57,69,100,False,8.929,42.445,38,6.996,0.0,83,50,2055.75,14.5,3.0,5425.074,-14.188,3416912.25,0.0,,,,,,,,7,37.382889,49.609474,12,277.88,0.0
5094354,2024-09-03 15:58:02,2024-09-03 15:57:59,69,100,True,8.929,43.808,45,13.365,40.86,83,49,2241.25,14.5,3.0,5425.082,35.438,3417237.5,0.0,,,,,,,,7,37.382927,49.609165,12,278.8,0.03211405823669622
5094854,2024-09-03 15:58:02,2024-09-03 15:57:59,69,100,True,8.929,45.78,88,26.205,53.778,83,50,2229.75,14.5,3.0,5425.09,85.0,3417868.5,0.0,,,,,,,,7,37.382927,49.609165,12,278.8,0.0
5095354,2024-09-03 15:58:02,2024-09-03 15:57:59,69,100,True,8.929,44.653,121,39.043,66.843,83,51,2322.75,13.2,3.0,5425.098,98.688,3419333.0,0.0,,,,,,,,7,37.382927,49.609165,12,278.8,0.0
5095854,2024-09-03 15:58:02,2024-09-03 15:57:59,69,100,True,8.857,44.776,142,58.406,64.905,83,52,2384.0,12.0,3.0,5425.102,116.562,3421860.5,0.0,,,,,,,,7,37.382927,49.609165,12,278.8,0.0
5096354,2024-09-03 15:58:04,2024-09-03 15:58:01,69,100,True,8.857,44.298,153,100.152,51.443,83,55,2466.5,11.2,3.0,5425.109,128.625,3425061.75,0.0,,,,,,,,7,37.382961,49.608822,12,277.11,-0.05899212871740826
5096854,2024-09-03 15:58:04,2024-09-03 15:58:01,69,100,True,8.857,44.614,158,58.928,40.53,83,56,2568.0,11.1,3.0,5425.117,134.188,3428112.0,0.0,,,,,,,,7,37.382961,49.608822,12,277.11,0.0
5097354,2024-09-03 15:58:04,2024-09-03 15:58:01,69,100,True,8.857,43.995,128,24.545,34.079,83,58,2649.25,14.0,3.0,5425.125,99.375,3431421.0,0.0,,,,,,,,7,37.382961,49.608822,12,277.11,0.0
5097854,2024-09-03 15:58:04,2024-09-03 15:58:01,69,100,True,9.0,44.145,93,16.863,30.817,83,60,2701.5,14.5,3.0,5425.133,78.312,3432820.0,0.0,,,,,,,,7,37.382961,49.608822,12,277.11,0.0
5098354,2024-09-03 16:47:51,2024-09-03 15:58:03,69,100,False,8.929,44.632,84,17.303,42.96,83,61,2747.25,14.5,3.0,5425.141,79.438,3434084.0,0.0,,,,,,,,7,37.383003,49.60844,12,277.88,0.02687807048071204
5098854,2024-09-03 16:47:51,2024-09-03 15:58:03,69,100,False,8.857,45.463,119,29.971,50.705,83,62,2810.5,13.1,3.0,5425.152,109.062,3435337.25,0.0,,,,,,,,7,37.383003,49.60844,12,277.88,0.0
5099354,2024-09-03 16:47:51,2024-09-03 15:58:03,69,100,False,8.857,45.035,133,40.463,50.705,83,63,2887.0,12.1,3.0,5425.16,117.875,3438112.5,0.0,,,,,,,,7,37.383003,49.60844,12,277.88,0.0
5099854,2024-09-03 16:47:51,2024-09-03 15:58:03,69,100,False,8.929,44.531,139,45.363,32.193,84,65,2970.25,11.8,3.0,5425.168,122.125,3441207.0,0.0,,,,,,,,7,37.383003,49.60844,12,277.88,0.0
5100354,2024-09-03 15:58:08,2024-09-03 15:58:05,69,100,True,8.929,44.98,63,12.539,10.352,84,67,3013.0,14.5,3.0,5425.176,29.0,3443590.0,0.0,,,,,,,,7,37.383045,49.608025,12,277.26,-0.02164208272472985
5100854,2024-09-03 15:58:08,2024-09-03 15:58:05,69,100,True,8.929,45.855,42,9.936,5.109,84,67,3022.5,14.5,3.0,5425.188,4.375,3443985.75,0.0,,,,,,,,7,37.383045,49.608025,12,277.26,0.0
5101354,2024-09-03 15:58:08,2024-09-03 15:58:05,69,100,True,8.857,46.406,37,9.295,2.924,84,66,3011.75,14.5,3.0,5425.195,-2.938,3444424.5,0.0,,,,,,,,7,37.383045,49.608025,12,277.26,0.0
5101854,2024-09-03 15:58:08,2024-09-03 15:58:05,69,100,True,8.929,48.119,35,9.158,2.814,84,66,2970.5,14.5,3.0,5425.203,-3.875,3444828.0,0.0,,,,,,,,7,37.383045,49.608025,12,277.26,0.0
5102354,2024-09-03 15:58:10,2024-09-03 15:58:07,69,100,True,8.857,49.424,35,9.186,3.738,84,65,2968.0,14.5,3.0,5425.215,-3.562,3445255.5,0.0,,,,,,,,7,37.383083,49.607624,12,276.8,-0.01605702911834712
5102854,2024-09-03 15:58:10,2024-09-03 15:58:07,69,100,True,8.929,50.835,36,9.158,3.891,84,65,2939.5,14.5,3.0,5425.223,-3.438,3445617.0,0.0,,,,,,,,7,37.383083,49.607624,12,276.8,0.0
5103354,2024-09-03 15:58:10,2024-09-03 15:58:07,69,100,True,8.929,51.869,36,9.105,4.019,84,64,2911.25,14.5,3.0,5425.23,-3.375,3446021.75,0.0,,,,,,,,7,37.383083,49.607624,12,276.8,0.0
