time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,0313,0314,033d,0345,0348,0409,040a,altitude,latitude,longitude,satelites,bearing,angular_speed
331,2024-09-19 15:37:24,2024-09-19 15:36:51,155,0,True,9.5,5.725,92,47.771,32.068,37,0,2938.75,10.5,14.0,6422.477,86.812,6209.609,0.483,,,,,,,,0,0.0,0.0,0,244.91,-0.001460653678305533
831,2024-09-19 15:37:24,2024-09-19 15:36:51,155,0,True,9.5,11.114,37,9.545,0.0,37,0,3207.25,12.8,14.0,6422.477,-3.125,7453.25,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
1331,2024-09-19 15:37:24,2024-09-19 15:36:51,155,0,True,9.429,15.963,40,9.48,0.0,37,0,2145.0,12.9,14.0,6422.477,-11.0,7525.406,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
1831,2024-09-19 15:37:24,2024-09-19 15:36:51,155,0,True,9.357,19.386,48,10.428,0.0,38,0,1509.5,11.9,14.0,6422.477,1.0,7937.641,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
2331,2024-09-19 15:53:35,2024-09-19 15:36:53,155,0,False,9.5,22.703,51,8.66,0.0,38,0,1158.25,12.0,14.0,6422.477,10.625,8542.359,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
2831,2024-09-19 15:53:35,2024-09-19 15:36:53,155,0,False,9.429,25.923,51,7.445,0.0,38,0,1004.5,12.1,14.0,6422.477,17.688,8925.078,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
3331,2024-09-19 15:53:35,2024-09-19 15:36:53,155,0,False,9.5,28.821,52,7.414,0.0,38,3,915.75,12.2,14.0,6422.477,23.562,9281.578,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
3831,2024-09-19 15:53:35,2024-09-19 15:36:53,155,0,False,9.429,31.429,50,6.426,0.0,38,3,928.5,12.4,14.0,6422.477,26.875,9633.109,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
4331,2024-09-19 15:53:37,2024-09-19 15:36:55,155,0,False,9.5,33.305,43,5.914,0.0,38,4,958.0,12.9,14.0,6422.477,23.375,9921.391,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
4831,2024-09-19 15:53:37,2024-09-19 15:36:55,155,0,False,9.5,34.642,42,5.607,0.0,38,3,941.0,13.0,14.0,6422.477,22.188,10063.75,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
5331,2024-09-19 15:53:37,2024-09-19 15:36:55,155,0,False,9.571,35.687,44,5.602,0.0,38,3,829.75,12.8,14.0,6422.477,27.75,10264.562,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
5831,2024-09-19 15:53:37,2024-09-19 15:36:55,155,0,False,9.571,38.354,49,6.348,0.0,38,3,750.5,12.6,14.0,6422.477,35.688,10507.828,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
6331,2024-09-19 15:53:38,2024-09-19 15:36:57,155,0,False,9.5,39.773,60,7.586,0.0,38,3,783.0,12.7,14.0,6422.48,44.0,10895.109,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
6831,2024-09-19 15:53:38,2024-09-19 15:36:57,155,0,False,9.643,40.816,48,7.227,0.0,38,4,1052.75,13.0,14.0,6422.48,21.312,11215.438,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
7331,2024-09-19 15:53:38,2024-09-19 15:36:57,155,0,False,9.714,41.401,39,5.404,0.0,38,3,1204.0,13.3,1.0,6422.48,-1.188,11427.812,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
7831,2024-09-19 15:53:38,2024-09-19 15:36:57,155,0,False,9.5,41.731,42,8.693,43.393,37,3,1116.0,12.9,1.0,6422.48,-0.625,11553.984,0.483,,,,,,,,0,0.0,0.0,0,244.91,0.0
