time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,0313,0314,033d,0345,0348,0409,040a,altitude,latitude,longitude,satelites,bearing,angular_speed
2330,2024-09-23 12:38:35,2024-09-22 10:10:18,163,0,False,9.429,13.739,53,8.35,0.0,29,0,988.75,10.3,14.0,6566.348,2.75,7897.906,0.47,,,,,,,,0,0.0,0.0,0,244.96,0.0001691706021989734
2830,2024-09-23 12:38:35,2024-09-22 10:10:18,163,0,False,9.357,16.012,51,7.283,0.0,29,0,936.25,10.5,14.0,6566.348,9.188,8235.938,0.47,,,,,,,,0,0.0,0.0,0,244.96,0.0
3330,2024-09-23 12:38:35,2024-09-22 10:10:18,163,0,False,9.429,17.47,47,5.879,0.0,29,0,845.5,10.6,14.0,6566.348,18.125,8539.172,0.47,,,,,,,,0,0.0,0.0,0,244.96,0.0
3830,2024-09-23 12:38:35,2024-09-22 10:10:18,163,0,False,9.286,20.076,48,5.469,0.0,29,0,731.25,10.8,14.0,6566.348,27.5,8815.875,0.47,,,,,,,,0,0.0,0.0,0,244.96,0.0
4330,2024-09-23 12:38:37,2024-09-22 10:10:20,163,0,False,9.286,21.323,45,6.117,0.0,29,0,863.25,11.3,14.0,6566.348,23.188,9122.188,0.47,,,,,,,,0,0.0,0.0,0,244.96,0.0
4830,2024-09-23 12:38:37,2024-09-22 10:10:20,163,0,False,9.429,22.367,45,5.887,0.0,29,0,854.0,11.4,14.0,6566.348,25.188,9288.219,0.47,,,,,,,,0,0.0,0.0,0,244.96,0.0
5330,2024-09-23 12:38:37,2024-09-22 10:10:20,163,0,False,9.286,23.934,44,5.873,0.0,29,0,873.75,11.7,14.0,6566.348,23.812,9555.719,0.47,,,,,,,,0,0.0,0.0,0,244.96,0.0
5830,2024-09-23 12:38:37,2024-09-22 10:10:20,163,0,False,9.357,24.208,44,5.959,0.0,29,0,847.25,11.6,14.0,6566.348,24.875,9800.109,0.47,,,,,,,,0,0.0,0.0,0,244.96,0.0
6330,2024-09-23 12:38:39,2024-09-22 10:10:22,163,0,False,9.429,25.591,51,6.396,0.0,29,0,758.75,11.5,14.0,6566.348,12.0,10111.797,0.47,,,,,,,,0,0.0,0.0,0,244.96,0.0
6830,2024-09-23 12:38:39,2024-09-22 10:10:22,163,0,False,9.286,26.012,49,6.047,0.0,29,0,823.0,11.7,14.0,6566.348,7.625,10424.406,0.47,,,,,,,,0,0.0,0.0,0,244.96,0.0
