time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,0313,0314,033d,0345,0348,0409,040a,altitude,latitude,longitude,satelites,bearing,angular_speed
330,2024-09-06 12:16:55,2024-09-06 12:16:24,80,0,True,9.571,6.667,96,12.1,3.21,28,0,1740.75,10.4,13.0,5620.156,33.75,4201.906,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0004644836750402104
830,2024-09-06 12:16:55,2024-09-06 12:16:24,80,0,True,9.571,12.157,39,7.332,0.0,28,0,1758.5,11.8,13.0,5620.156,5.875,5367.547,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
1330,2024-09-06 12:16:55,2024-09-06 12:16:24,80,0,True,9.571,17.608,38,5.496,12.445,28,0,1166.0,10.5,13.0,5620.156,12.75,5367.547,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
1830,2024-09-06 12:16:55,2024-09-06 12:16:24,80,0,True,9.429,22.514,74,6.367,0.0,28,0,1053.5,10.5,13.0,5620.156,22.75,5771.625,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
2330,2024-09-06 14:10:33,2024-09-06 12:16:26,80,0,False,9.571,26.145,39,4.986,0.0,28,0,1107.5,12.1,13.0,5620.156,9.875,6199.516,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
2830,2024-09-06 13:16:58,2024-09-06 12:16:26,80,0,False,9.571,30.511,37,5.043,0.0,28,0,1119.25,12.2,13.0,5620.156,7.5,6245.828,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
3330,2024-09-06 14:10:33,2024-09-06 12:16:26,80,0,False,9.571,34.126,37,4.943,0.0,28,0,1094.5,12.3,13.0,5620.156,7.0,6423.5,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
3830,2024-09-06 14:10:33,2024-09-06 12:16:26,80,0,False,9.571,37.537,36,4.715,0.0,28,0,1071.25,12.4,13.0,5620.156,6.688,6646.438,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
4331,2024-09-06 13:17:00,2024-09-06 12:16:28,80,0,False,9.571,40.607,37,4.656,0.0,28,0,1062.75,12.5,13.0,5620.156,5.938,6946.594,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
4831,2024-09-06 13:17:00,2024-09-06 12:16:28,80,0,False,9.571,43.566,37,4.662,0.0,28,0,1050.0,12.6,13.0,5620.156,5.938,7108.266,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
5331,2024-09-06 13:17:00,2024-09-06 12:16:28,80,0,False,9.643,44.856,37,4.672,0.0,28,0,1068.5,12.7,13.0,5620.156,3.0,7354.188,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
5831,2024-09-06 13:17:00,2024-09-06 12:16:28,80,0,False,9.714,47.077,36,4.711,21.054,28,0,1094.0,12.0,13.0,5620.156,4.562,7586.016,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
6331,2024-09-06 13:17:03,2024-09-06 12:16:30,80,0,False,9.643,47.585,99,38.738,43.237,28,0,1558.5,11.7,13.0,5620.156,94.0,8969.812,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
6831,2024-09-06 13:17:03,2024-09-06 12:16:30,80,0,False,9.643,48.042,41,6.301,0.0,29,0,2095.75,13.1,13.0,5620.156,2.375,10204.766,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
7331,2024-09-06 13:17:03,2024-09-06 12:16:30,80,0,False,9.5,48.061,42,5.014,0.0,28,3,855.0,12.6,1.0,5620.156,2.75,10204.766,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
7831,2024-09-06 13:17:03,2024-09-06 12:16:30,80,0,False,9.643,50.157,48,6.57,0.0,29,4,1035.0,12.6,1.0,5620.156,6.688,10312.609,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
8331,2024-09-06 13:17:04,2024-09-06 12:16:32,80,0,False,9.071,50.592,48,5.828,0.0,29,4,979.5,12.7,1.0,5620.156,5.625,10631.859,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
8831,2024-09-06 13:17:04,2024-09-06 12:16:32,80,0,False,9.357,51.729,47,5.438,0.0,29,5,941.0,12.8,1.0,5620.16,5.25,10865.469,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
9331,2024-09-06 13:17:04,2024-09-06 12:16:32,80,0,False,9.429,51.968,48,5.176,0.0,29,5,881.0,12.9,1.0,5620.16,5.375,11126.906,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
9831,2024-09-06 13:17:04,2024-09-06 12:16:32,80,0,False,9.429,53.595,44,5.439,0.0,29,4,970.75,13.0,1.0,5620.16,-1.938,11376.641,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
10331,2024-09-06 13:17:07,2024-09-06 12:16:34,80,0,False,9.357,54.118,45,5.383,0.0,29,3,949.25,13.0,13.0,5620.16,-1.75,11663.281,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
10831,2024-09-06 13:17:07,2024-09-06 12:16:34,80,0,False,9.429,56.274,45,5.391,0.0,29,0,924.25,13.1,13.0,5620.16,-0.562,11880.938,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
11331,2024-09-06 13:17:07,2024-09-06 12:16:34,80,0,False,9.429,56.529,47,4.965,43.088,29,0,871.5,13.0,14.0,5620.16,3.0,12140.953,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
11831,2024-09-06 13:17:07,2024-09-06 12:16:34,80,0,False,9.286,56.524,96,18.768,82.703,29,0,666.25,11.9,14.0,5620.16,46.375,12518.188,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
12331,2024-09-06 13:17:08,2024-09-06 12:16:36,80,0,False,9.357,57.028,101,36.938,73.279,29,0,1174.5,12.3,14.0,5620.16,58.688,13895.703,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
12831,2024-09-06 13:17:08,2024-09-06 12:16:36,80,0,False,9.286,57.247,105,36.775,53.641,29,0,761.5,12.0,14.0,5620.16,59.875,14757.578,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
13331,2024-09-06 13:17:08,2024-09-06 12:16:36,80,0,False,9.357,58.306,99,10.668,14.377,29,3,767.75,12.2,14.0,5620.16,50.688,15348.297,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
13831,2024-09-06 13:17:08,2024-09-06 12:16:36,80,0,False,9.5,57.26,90,13.406,26.202,29,3,732.75,12.1,14.0,5620.16,45.812,15651.922,0.0,,,,,,,,0,0.0,0.0,0,242.65,0.0
