time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,0313,0314,033d,0345,0348,0409,040a,altitude,latitude,longitude,satelites,bearing,angular_speed
333,2024-09-20 19:58:19,2024-09-20 19:57:53,156,0,True,9.5,5.843,56,8.633,0.0,27,0,1015.25,9.6,13.0,6432.223,0.062,5834.812,0.483,,,,,,,,0,0.0,0.0,0,244.96,0.01811017195487265
833,2024-09-20 19:58:19,2024-09-20 19:57:53,156,0,True,9.429,11.102,56,8.406,0.0,27,0,1006.75,9.8,13.0,6432.223,0.562,6152.734,0.483,,,,,,,,0,0.0,0.0,0,244.96,0.0
1333,2024-09-20 19:58:19,2024-09-20 19:57:53,156,0,True,9.5,15.835,57,8.092,0.0,27,0,949.75,9.9,13.0,6432.223,4.875,6634.297,0.483,,,,,,,,0,0.0,0.0,0,244.96,0.0
1833,2024-09-20 19:58:19,2024-09-20 19:57:53,156,0,True,9.429,20.095,57,7.246,0.0,27,0,908.5,10.1,13.0,6432.223,6.812,7083.906,0.483,,,,,,,,0,0.0,0.0,0,244.96,0.0
2333,2024-09-20 21:03:28,2024-09-20 19:57:55,156,0,False,9.571,23.693,59,10.092,22.293,27,0,917.5,9.5,13.0,6432.223,26.25,7534.078,0.483,,,,,,,,0,0.0,0.0,0,244.96,0.0
2833,2024-09-20 21:03:28,2024-09-20 19:57:55,156,0,False,9.571,26.931,79,21.068,27.621,27,0,1717.5,10.2,13.0,6432.223,62.625,8501.047,0.483,,,,,,,,0,0.0,0.0,0,244.96,0.0
3333,2024-09-20 21:03:28,2024-09-20 19:57:55,156,0,False,9.5,29.376,76,18.631,22.891,27,0,2675.0,11.1,13.0,6432.223,45.375,9973.031,0.483,,,,,,,,0,0.0,0.0,0,244.96,0.0
3833,2024-09-20 21:03:28,2024-09-20 19:57:55,156,0,False,9.5,31.34,53,12.973,12.564,27,0,2697.75,11.8,13.0,6432.223,12.062,10695.578,0.483,,,,,,,,0,0.0,0.0,0,244.96,0.0
4333,2024-09-20 21:03:29,2024-09-20 19:57:57,156,0,False,9.571,32.951,48,10.664,8.578,27,3,2076.75,12.6,1.0,6432.223,8.5,11425.078,0.483,,,,,,,,0,0.0,0.0,0,244.96,0.0
4833,2024-09-20 21:03:29,2024-09-20 19:57:57,156,0,False,9.429,34.519,50,9.619,12.323,27,4,1725.75,12.5,1.0,6432.223,10.312,11817.609,0.483,,,,,,,,0,0.0,0.0,0,244.96,0.0
